n,mae,rmse,r2,spearman,split,model,seed,train_n,val_n,test_n,train_scaffolds,test_scaffolds,train_r2,train_test_gap_r2,hyperparams
23,0.4773683293405479,0.5876799713951848,-0.010220102902016803,,scaffold,mean,20260919,73,0,23,31,8,0.0,0.010220102902016803,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
23,0.3111590452534578,0.40933615586522265,0.5098890108783016,0.7417123869398865,scaffold,desc_ridge,20260919,73,0,23,31,8,0.5585423763664217,0.04865336548812005,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
23,0.20965857844416674,0.263440848915377,0.7969979324555129,0.83568077668568,scaffold,ecfp_ridge,20260919,73,0,23,31,8,0.9294838895366104,0.13248595708109756,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
23,0.32341564111097687,0.4293290965878062,0.46084346700491696,0.7066963398347264,scaffold,ecfp_rf,20260919,73,0,23,31,8,0.6080000187388737,0.1471565517339567,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
23,0.19788915925099596,0.24947337580670292,0.8179533739103078,0.8129478874322553,scaffold,ecfp_xgb,20260919,73,0,23,31,8,0.998290429273059,0.18033705536275124,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
16,0.4472928789802947,0.5350783572337577,-0.006123436698272311,,scaffold,mean,20260920,80,0,16,31,8,0.0,0.006123436698272311,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
16,0.41338426154397373,0.4971647408717123,0.13140537624879933,0.26362326086335464,scaffold,desc_ridge,20260920,80,0,16,31,8,0.6075637040089821,0.47615832776018274,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
16,0.2968461534226403,0.3799128179962375,0.49279399265284696,0.7617647058823529,scaffold,ecfp_ridge,20260920,80,0,16,31,8,0.9412961498012544,0.44850215714840747,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
16,0.4016694669779502,0.5053212294569603,0.10267124761264135,0.3382352941176471,scaffold,ecfp_rf,20260920,80,0,16,31,8,0.681369942639652,0.5786986950270107,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
16,0.3968891753203484,0.5197583027478381,0.05066527550353439,0.4735294117647058,scaffold,ecfp_xgb,20260920,80,0,16,31,8,0.9987717245982821,0.9481064490947477,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
18,0.3788227628017501,0.5274507869518131,-0.01702796976653631,,scaffold,mean,20260921,78,0,18,31,8,0.0,0.01702796976653631,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
18,0.39688293025528826,0.5288369540311049,-0.022380594880815785,0.5495870701215853,scaffold,desc_ridge,20260921,78,0,18,31,8,0.6326583226164499,0.6550389174972657,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
18,0.20423218820179934,0.2656039660068526,0.7421078523518436,0.6924664602683178,scaffold,ecfp_ridge,20260921,78,0,18,31,8,0.929780928640289,0.18767307628844543,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
18,0.3554413671572348,0.5017998446215254,0.07948673221673042,0.16408668730650156,scaffold,ecfp_rf,20260921,78,0,18,31,8,0.6446801530338662,0.5651934208171357,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
18,0.19811748018415484,0.28082938037077376,0.711693727598723,0.8101135190918473,scaffold,ecfp_xgb,20260921,78,0,18,31,8,0.9984360795572467,0.2867423519585237,fixed:ridge_alpha10;rf700_sqrt_leaf2;xgb600_d5_lr03
